Firm,year,CASH_ASSET,SIZE,MTB,LEV,DIV,CFO,VOL,RD,LIQ,CAPEX,TANG,AGE,SG
SNA,2017,0.017526814,8.565811912,2.319686613,0.229315502,1,0.194528586,0.00327902,0.015223858,0.15888438,0.043093102,0.242155798,55,0.077725093
SON,2017,0.055929707,8.424577997,1.784557449,0.317555419,1,0.146670452,0.012020021,0.004169438,0.067743067,0.111280835,0.800095706,55,0.053058651
PES,2017,0.098645271,6.642315991,1.035138922,0.60201286,0,0.059776833,0.030363671,0,0.071716291,0.174933398,1.426104067,36,0.611308811
LUV,2017,0.130346476,10.13102145,2.118704219,0.14607726,1,0.195101553,0.014602038,0,-0.213580247,0.118797292,1.124213461,46,0.036523868
T,2017,0.113711644,10.91680745,1.220311878,0.370067801,1,0.111149141,0.009241364,0.009347654,-0.118762342,0.041067605,0.705924607,33,-0.01816039
SPAR,2017,0.111311445,5.707654967,2.274557218,0.059731575,1,0.095891275,0.012842666,0.00922503,0.184391229,0.068813006,0.467848083,34,0.196894937
SPA,2017,0.004549997,5.380556123,1.670188125,0.345099773,0,0.116130845,0.009876708,0.004200603,0.254182728,0.098193356,0.370838572,57,-0.051983728
STAA,2017,0.272625567,4.218507205,8.979792818,0.091959607,0,-0.004077607,0.10260519,0.210967763,0.239680857,0.025569687,0.521021021,33,0.099221176
SMP,2017,0.021995589,6.668948446,1.707698418,0.07844158,1,0.161240885,0.002446307,0,0.24489472,0.043234417,0.355758939,57,0.054475182
SXI,2017,0.102072663,6.765818373,2.015428051,0.221253094,1,0.116953794,0.019463734,0.00728228,0.129488427,0.060201043,0.319781808,53,0.004885668
SWK,2017,0.033412125,9.856390704,1.974408054,0.200823904,1,0.114219676,0.005476293,0.019792582,-0.022704522,0.050314729,0.191798699,57,0.117499058
SCX,2017,0.075815535,5.260952929,0.836106195,0.091396984,1,0.036176784,0.057558808,0.009177724,0.336215711,0.020045156,0.885049179,57,-0.012695233
SCL,2017,0.203210229,7.293603223,1.705328192,0.197706649,1,0.155181897,0.000779125,0.017230587,0.115299134,0.113906073,1.090032301,57,0.088015315
SYK,2017,0.125827815,10.00771242,3.162729017,0.325359283,1,0.153263955,0.000621081,0.06324333,0.077262693,0.057710501,0.171194306,39,0.098807947
SUP,2017,0.030369018,7.346817626,0.984681696,0.440645363,1,0.087149606,0.053852903,0.006949114,0.112950056,0.266303605,0.598250961,48,0.512337633
SGC,2017,0.0371338,5.388788585,2.269182234,0.177826599,1,0.138801853,0.002452958,0,0.39821776,0.034754131,0.33991815,50,0.05628751
SBOW,2017,0.01416003,6.312224707,1.272882834,0.481297731,0,0.21121592,0.428721037,0,-0.073891197,0.443243783,1.291864241,37,0.191572443
SYNL,2017,0.003452719,5.074386005,1.170898332,0.16386029,1,0.053173124,0.04405616,0.002764134,0.461888737,0.114358808,0.534990055,54,0.451640374
SYY,2017,0.048967669,9.784515654,2.678680611,0.46151091,1,0.169922319,0.007872045,0,0.060149279,0.105716533,0.546225232,47,0.099355293
TISI,2017,0.025147869,6.962087202,0.989422306,0.367243935,0,0.025066417,0.019661341,0,0.210945839,0.083997026,0.38144407,37,0.002937254
SSY,2017,0.325277338,3.564902274,0.798397385,0.189891329,0,-0.031016527,0.037785971,0,-0.033591804,-0.093898574,0.809627575,52,-0.159932527
TECK,2017,0.02568946,10.52023953,0.985450165,0.171865724,1,0.151897026,0.049495672,0.004565073,0.031976901,0.093043337,1.183900912,54,0.295483871
TRC,2017,0.175559968,6.250359338,1.268889365,0.134735883,0,-0.005775773,0.001314483,0,0.004725984,0.050467099,0.744343389,55,-0.217653641
ATI,2017,0.02730744,8.553602263,1.250470162,0.297122691,0,0.065549427,0.03722781,0.003772943,0.204709376,0.050295059,0.862768542,56,0.124577299
TFX,2017,0.053960759,8.729314945,2.424886086,0.36391732,1,0.099465145,0.019222027,0.039495821,0.05037182,0.045391145,0.1277114,56,0.148967868
TDS,2017,0.07767617,9.1372319,0.872705756,0.264335664,1,0.106401291,0.00801477,0,0.03507262,0.096503497,1.263259817,41,-0.011368091
TNC,2017,0.059408819,6.901714068,2.008626608,0.379122455,1,0.105630211,0.056108106,0.031915148,0.128329931,0.128293713,0.385087381,49,0.240540113
TEN,2017,0.065675341,8.485083137,1.478181772,0.30173482,1,0.177406031,0.001302698,0.017036877,0.044403139,0.140644362,0.827757125,57,0.0784975
TER,2017,0.571730591,8.042231692,3.004778435,0.117697927,1,0.204545038,0.037732654,0.143061004,0.012259993,0.052154254,0.294091901,48,0.218654499
ANDV,2017,0.019003955,10.26021749,1.269895399,0.268960207,1,0.086130263,0.011547593,0,0.046862423,0.212753299,0.658768768,51,0.424869819
CHEXF,2017,0.807514093,0.615185639,8.979792818,0.638378378,0,-0.877584818,0.477138315,3.22265625,-0.191891892,0,0.029508345,5,0.590062112
TXN,2017,0.253315951,9.778037702,6.234334314,0.231096248,1,0.35942817,0.033508547,0.100795401,0.113762612,0.043645845,0.271454484,57,0.118997756
TMO,2017,0.024016658,10.91680745,1.896234135,0.370714147,1,0.093419683,0.004659918,0.042451477,0.017858088,0.069729482,0.1118601,48,0.144680176
THO,2017,0.087280697,7.846954008,3.482170911,0.059217,1,0.257266126,0.046703557,0,0.06875205,0.081510017,0.230919051,34,0.58157461
TDW,2017,0.264716696,7.465185824,0.725057783,0.256651662,0,-0.001196326,0.014186927,0,0.093237238,-0.376975362,0.490200323,54,-0.451270007
TKR,2017,0.041676464,8.132236344,1.698448874,0.282829767,1,0.127997884,0.008701604,0.011751781,0.20179873,0.091200329,0.707030332,57,0.125103004
TOFB,2017,0.291486291,1.579184869,2.243908472,0.105132962,0,0.155638013,0.034805269,0.02785851,0.475572047,0.001030715,0.029508345,33,-0.025288468
TR,2017,0.148586492,6.836201273,2.665877935,0.008528959,1,0.099659916,0.015634422,0,0.073909765,0.036680968,0.56607365,57,-0.003475341
TTC,2017,0.207697617,7.309069785,5.254211671,0.222178262,1,0.281674697,0.003852364,0.032079506,0.018633179,0.075066258,0.59286498,54,0.047220488
TSS,2017,0.071127467,8.753322304,2.905751415,0.504417384,1,0.174334684,0.017526614,0,-0.056889244,0.069135108,0.133661334,34,0.181744366
TRCO,2017,0.084615405,9.008141932,1.060217802,0.357334777,1,0.038442819,0.007436058,0,-0.006429782,0.022719984,0.0824648,34,-0.050808294
TRT,2017,0.165950206,3.511485736,1.137179235,0.153053914,0,0.097737178,0.000658535,0.00539727,0.057585527,0.024240253,1.009552809,33,0.118534858
TWIN,2017,0.077606236,5.351374604,1.868376324,0.029981318,0,0.007980161,0.030998872,0.009198368,0.325010195,0.04180694,0.887035439,49,0.011426372
TSN,2017,0.011437326,10.24231416,1.686271627,0.363535951,1,0.145335994,0.009968262,0.002953476,0.067875722,0.054300577,0.425497043,54,0.037390526
UAL,2017,0.09015735,10.65315683,1.248924543,0.340027406,0,0.137575013,0.025203917,0,-0.221589567,0.143150782,0.901195483,57,0.032279243
USG,2017,0.118410802,8.256088134,1.932153602,0.279927292,0,0.131913789,0.005962716,0.007178527,0.031160737,0.071929369,0.990651779,57,0.061982101
UFI,2017,0.061985676,6.348269733,1.512865374,0.224744227,0,0.110799068,0.004080101,0.011088109,0.23124638,0.086855187,1.43554802,45,0.005644486
UL,2017,0.065870418,10.35427444,2.934734012,0.395322216,1,0.172430958,0.005828188,0.016755096,-0.168615717,0.038518732,0.321771588,55,0.160966774
UN,2017,0.065870443,10.62336653,2.848294488,0.395322236,1,0.172430949,0.005828219,0.016755096,-0.168615713,0.038518763,0.321771568,57,0.160966745
UNP,2017,0.023613466,10.91680745,2.381605781,0.293118361,1,0.177351832,0.007255204,0,-0.022454416,0.066775075,1.225011245,56,0.065142169
UNT,2017,0.000271553,7.85610731,0.929419567,0.323655059,0,0.11337844,0.062679111,0,-0.024391312,0.197568655,2.032131477,38,0.228276736
UPS,2017,0.089619629,10.72333346,3.232228047,0.53496465,1,0.215646543,0.017655524,0,-0.027068696,0.161531176,1.073188996,43,0.081535481
UAMY,2017,0.016344638,2.840889688,1.656480065,0.116105306,1,0.000875606,0.002127131,0,-0.154865449,0.080205475,1.391804331,43,-0.13961312
ESND,2017,0.016233338,7.481133077,0.917633073,0.280751303,1,0.063982528,0.006825732,0,0.443595322,0.036762576,0.319402001,36,-0.061779408
UTX,2017,0.092705324,10.91680745,1.746337331,0.2835844,1,0.100495254,0.004098681,0.039891706,-0.005344614,0.040311597,0.22042922,57,0.045297324
SXT,2017,0.017017526,7.452599648,2.338185277,0.362045188,1,0.15333113,0.000332691,0.030023527,0.282895485,0.062567127,0.62713328,49,-0.015142314
UHS,2017,0.006915461,9.283760708,1.528824327,0.375401744,1,0.161156915,0.002346139,0,-0.011564485,0.097980938,0.736039082,37,0.065749226
VFC,2017,0.056843389,9.206181938,3.567748442,0.293551982,1,0.183908383,0.01261432,0,0.1085353,0.036098502,0.246796556,57,-0.017291451
VSEC,2017,0.00099203,6.444151924,1.368573893,0.307076324,1,0.126614235,0.005161681,0,0.212935186,0.040067534,0.185266441,43,0.09876263
VAR,2017,0.225262628,8.064447779,3.735564886,0.110083664,0,0.15031138,0.015938027,0.078704745,-0.023903881,-0.056237026,0.206045166,57,-0.170799925
VECO,2017,0.236694354,7.23510532,0.909337722,0.198682753,0,0.018990303,0.024742335,0.169130449,0.032562116,0.062506893,0.142018198,55,0.458127664
VCON,2017,0.146625291,2.738773374,1.088544091,0.320015516,0,-0.334109129,0.054682644,0.180511781,0.338957848,0.05165503,0.390418929,43,-0.254697987
VLGEA,2017,0.192069856,6.120791802,1.094721885,0.095754847,1,0.143261025,0.004688065,0,-0.00473612,0.112764018,1.085447855,49,-0.018551548
VIRC,2017,0.004578857,4.75894651,1.161553467,0.143033535,1,0.080721642,0.014666502,0,0.235425259,0.13535066,1.366960205,54,0.091513519
VSH,2017,0.374413772,8.148789448,1.450951365,0.107098514,1,0.140497382,0.016372484,0.025793137,0.096203763,0.105441478,0.930067712,44,0.1205506
VISI,2017,0.202314534,5.65181878,0.985621241,0.17555625,0,-0.006004024,0.014373984,0,0.085179892,-0.005568644,0.461583026,44,-0.105121795
VLVLY,2017,0.087928545,10.82911643,1.484828368,0.309519644,1,0.111407686,0.009714225,0.048089906,-0.037222364,0.094177993,0.451012634,34,0.231807414
VMC,2017,0.015428478,9.159561787,2.26435315,0.300357469,1,0.103379197,0.00799607,0,0.062134642,0.114620883,0.838443281,57,0.08284347
WDFC,2017,0.317129047,5.912737848,5.086165905,0.416534809,1,0.223625097,0.00386106,0.022075867,0.087047661,0.069734418,0.142987745,44,-0.000430819
WJXFF,2017,0,6.540391989,1.285143887,0.223666465,1,0.115588875,0.017624384,0,0.431022384,0.046487081,0.372966596,53,0.079696671
WMT,2017,0.033033121,10.91680745,2.04458689,0.227295841,1,0.142683917,0.004356163,0,-0.125233471,0.084377231,0.967411819,47,0.030345076
WBA,2017,0.05308367,10.91680745,1.710295784,0.195958127,1,0.127028133,0.00951805,0,-0.034813435,0.025435925,0.347831356,57,0.007354006
GHC,2017,0.195373346,8.504679825,1.032000621,0.099899693,1,0.065294362,0.017068758,0,-0.021776196,0.013939139,0.150700015,46,0.044303333
WSCI,2017,0.238799265,3.198060685,1.176597917,0.28098836,0,0.036716357,0.021499195,0,0.051337554,0.075678987,1.169205636,49,-0.12991254
WSO,2017,0.039326252,7.624070496,3.458607019,0.010908814,1,0.18175054,0.009422135,0,0.410588423,0.015617939,0.104589577,55,0.028728159
WMK,2017,0.068976424,7.273605303,1.083554804,0.024267915,1,0.106694069,0.005982381,0,0.07596798,0.096063157,1.450242381,57,0.105233174
AGNUQ,2017,0.008360014,1.726687472,1.159792814,0.419423693,0,-0.262895767,0.018770034,0,0.121842761,0.038242618,0.396122376,49,1.132816287
WST,2017,0.12663732,7.529836011,4.227299227,0.105754778,1,0.17586429,0.00547569,0.024451254,0.122450075,0.154498604,0.937191325,48,0.059638195
WDC,2017,0.213596785,10.30427507,1.400663764,0.440421969,1,0.150803751,0.054540583,0.127847902,0.011185532,0.067716008,0.319022103,39,0.469370479
WNGRF,2017,0.081742383,10.55838755,1.178192195,0.366087431,1,0.109639211,0.003845604,0,-0.007169017,0.069144653,0.591158212,57,0.006104294
WY,2017,0.045628219,9.801399454,1.981790962,0.360097458,1,0.107757905,0.020672864,0.001945525,-0.01517249,-0.040699928,1.021263636,57,0.130557738
WHR,2017,0.062082044,9.90538575,1.385055467,0.26040523,1,0.10520012,0.006169218,0.027996994,-0.090777523,0.082193832,0.541870446,57,0.027512308
WSM,2017,0.140047075,7.932272057,2.121805374,0.107483481,1,0.233943905,0.023052537,0,0.085609292,0.105130434,0.940182335,35,0.041021777
WGO,2017,0.039827725,6.805181987,2.456929991,0.30423529,1,0.181352713,0.004373779,0,0.123027727,0.056122245,0.226627458,50,0.586420994
JAX,2017,0.063135496,5.133743386,1.199707046,0.116598193,0,0.123429865,0.003711481,0,-0.129725142,0.128216161,0.867068275,46,0.06226831
WWW,2017,0.200500208,7.782807263,1.880697291,0.326219258,1,0.1,0.003061987,0,0.096290121,-0.00237599,0.163026261,57,-0.057965205
WWD,2017,0.031755001,7.921937946,2.19699145,0.222292989,1,0.127062078,0.003124815,0.060284893,0.183671737,0.055739182,0.523336582,43,0.037372261
FL,2017,0.214592275,8.284251798,1.782273042,0.031557687,1,0.242867963,0.043344729,0,0.273920727,0.101994446,0.544811916,57,0.002060263
IFABF,2017,0.045365025,2.68954673,6.644859083,0.166791171,0,0.177589134,0.129657482,0,0.380101868,0.005704584,0.225127334,7,0.389535741
XRX,2017,0.081148877,9.676963293,1.135831491,0.345980183,1,0.100087796,0.003666787,0.034680955,0.074940424,0.033738869,0.289602408,57,-0.046977996
KEG,2017,0.145647215,6.271217139,1.207300825,0.464171711,0,-0.035696939,0.054567106,0,0.011267744,0.168532339,0.780779822,37,0.045325019
TJX,2017,0.232226385,9.550947975,4.049453222,0.174457347,1,0.342482634,0.005572995,0,0.006796692,0.120365855,0.709083608,56,0.08079016
OSK,2017,0.087665967,8.536780109,1.884608753,0.162956716,1,0.12279119,0.005742149,0.014349303,0.17841103,0.04030281,0.233148326,33,0.087654478
SKFRY,2017,0.090045913,9.203846935,1.674635592,0.215767836,1,0.129847525,0.012009846,0.030729566,0.184599099,0.092712271,0.550213703,33,0.189606939
ECA,2017,0.047095042,9.633448915,1.408948909,0.299403943,1,0.12694046,0.134977075,0,-0.00694308,0.057509661,2.032131477,56,0.522618232
LCII,2017,0.027540075,6.852092452,3.74455045,0.052781707,1,0.285403306,0.02058228,0.006518389,0.220981374,0.149184127,0.448329453,32,0.279273666
JKHY,2017,0.060119595,7.554306012,5.203024749,0.026192478,1,0.265849985,0.004199707,0.059221573,-0.034535306,0.07386855,0.328950284,32,0.05645091
ARKR,2017,0.017560293,4.382863784,1.652139333,0.22725967,1,0.126131865,0.022127139,0,-0.21829218,0.247817453,1.302022057,32,0.024808194
NGVC,2017,0.021737319,5.703752474,1.221932125,0.206072849,0,0.145367694,0.012232181,0,0.100446347,0.215379795,1.092879453,8,0.090051155
APC,2017,0.108183244,10.64747042,1.422375897,0.372784299,1,0.082640308,0.012126887,0,-0.040322197,0.026232001,1.545644632,32,0.298567539
NE,2017,0.061403422,9.286806754,0.613800484,0.374788124,0,0.0473763,0.022714435,0,-0.020091232,0.020142646,1.114841238,32,-0.358781321
CAW,2017,0.008788449,2.768204124,1.852639674,0.126553672,0,0.225486503,0.0442172,0.00297589,0.099874451,-0.043251726,0.029508345,32,0.010396494
TUES,2017,0.01748694,5.880960269,0.791272864,0.087113608,0,-0.030520476,0.074952687,0,0.331305336,0.158415537,0.716621109,32,0.010737184
DGSE,2017,0.095531356,2.588891219,2.300055877,0.000641645,0,0.17311303,0.224371206,0,0.304994367,0.035523845,0.282388284,32,0.282823266
BIG,2017,0.030983347,7.409576081,2.019843334,0.130639101,1,0.251522347,0.003042801,0,0.230782224,0.125696393,1.163526517,32,0.013564432
MSFT,2017,0.551591548,10.91680745,3.434601429,0.367947537,1,0.126228815,0.009930598,0.144936076,-0.156197374,0.072824635,0.19873821,32,0.054266292
COTY,2017,0.025310224,10.02341052,1.2466286,0.316539679,1,0.046620129,0.04399751,0.018195365,-0.035160235,0.075447264,0.118656922,6,0.759053597
TECD,2017,0.075527977,9.445620852,1.064590425,0.129451997,0,0.052418484,0.003883661,0,0.090095455,0.030695501,0.045870837,32,0.401760428
RGEN,2017,0.23369813,6.61139432,2.331221341,0.133486838,0,0.048138649,0.031433187,0.061400776,0.058925192,0.03010145,0.06215981,31,0.351010608
CFWFF,2017,0.029668171,7.483225293,1.169640409,0.54101597,0,0.101306774,0.097150107,0,0.154277416,0.108434582,1.24493438,57,1.079885475
CY,2017,0.043141036,8.171048325,2.004027876,0.278145913,1,0.105550105,0.039058248,0.153372475,-0.001339534,0.08766571,0.222472965,32,0.21042136
AMAG,2017,0.177369207,7.524688579,0.817268686,0.39643251,0,0.108536096,0.012605816,0.230941755,-0.067210544,0.08645472,0.029508345,32,0.146318957
ASTE,2017,0.071836228,6.790748317,1.74633394,0.004545971,1,0.090956509,0.029172729,0.022635365,0.404594758,0.059052653,0.481281595,32,0.032514373
WERN,2017,0.007536542,7.499971563,1.892607236,0.05339573,1,0.196163034,0.012759809,0,0.085413036,0.122779925,1.169440003,31,0.053631898
DLHC,2017,0.07070736,4.244544591,1.525353107,0.268587574,0,0.12024554,0.027348673,0,-0.086283059,0.039971889,0.031839826,32,0.35116002
SVCBY,2017,0.009486712,8.844862942,1.397276076,0.126395138,1,0.055703607,0.046339977,0.002846548,-0.016822141,-0.376975362,1.238119704,33,-0.655799623
NHYDY,2017,0.080445992,9.901585194,1.247693465,0.105653049,1,0.084633951,0.006398489,0.004577953,0.049789678,0.187434228,0.824211555,32,0.402560547
RDS.A,2017,0.049894743,10.91680745,1.204640249,0.210428964,1,0.102442415,0.025397567,0.003021178,-0.01148375,0.063699806,1.04169031,35,0.306467287
HOG,2017,0.073705322,9.207603831,1.672657547,0.700715816,1,0.129718896,0.010673978,0.031024093,-0.00084902,0.024665907,0.329432473,32,-0.058240048
SKYW,2017,0.125551479,8.604888818,1.182084591,0.492284106,1,0.124758555,0.008669035,0,-0.093616871,0.147160121,1.035212381,31,0.026612149
FRED,2017,0.01099964,6.392863064,0.948638642,0.279743626,1,-0.18667258,0.107663471,0,0.258592789,0.060542368,0.84693548,33,-0.150567134
EGL,2017,0.020676128,7.613822633,1.187144444,0.476619046,0,0.090198558,0.003234513,0,0.030037887,0.023228931,0.038657794,7,-0.069608168
VIVO,2017,0.228491815,5.52056852,2.686756587,0.218783155,1,0.21174888,0.01920572,0.078098929,0.215856544,0.050220797,0.336700337,32,0.023913465
IT,2017,0.073993574,8.893321898,2.400678997,0.450194579,0,0.053862788,0.084290236,0,-0.10611927,0.050261747,0.059317416,31,0.354649136
WTS,2017,0.161359056,7.459626872,2.014179585,0.288453786,1,0.129801325,0.008947858,0.019908011,0.101353297,0.046012093,0.302792974,31,0.041690503
PDEX,2017,0.301082503,2.794289058,1.83542291,0.007277842,0,0.208060669,0.059264028,0.055826459,0.270197541,0.044523271,0.564307993,32,0.088550451
INT,2017,0.066627295,8.628340929,1.032781775,0.162890583,1,0.052811482,0.000332691,0,0.152027632,0.025824117,0.097820251,31,0.247251608
ADBE,2017,0.400381932,9.584353065,6.340620192,0.129435778,0,0.170519449,0.020295184,0.167644753,-0.144433278,0.040437531,0.151593376,32,0.24717607
DJCO,2017,0.807514093,5.635503634,1.564571092,0.112648108,0,-0.027055675,0.016211188,0,-0.289118487,0.019957173,0.074657388,32,-0.005479189
EHC,2017,0.027504751,8.495703943,1.751088023,0.52673846,1,0.171526657,0.002768279,0,0.010237652,0.086744181,0.53434007,32,0.074876577
LAKE,2017,0.167013995,4.548927823,1.372870275,0.017782526,0,0.097872656,0.001893965,0.002917062,0.532449673,0.012048957,0.18719785,32,0.113757934
PTSI,2017,0.068633426,5.971733667,1.215508574,0.466402336,0,0.139974757,0.002125332,0,-0.090696992,0.158539975,1.045116463,32,0.011518949
FISV,2017,0.031587132,9.238830642,3.380366216,0.476236758,0,0.18855088,0.000867193,0,-0.027991058,0.043055691,0.114296822,32,0.034695731
HEMA,2017,0.530204035,2.859225029,2.236774415,0.011004127,0,0.217675378,0.049798414,0,0.170965154,0.0021779,0.384399358,32,0.456615739
JECFF,2017,0.098002301,4.049451793,0.863819015,0.482568072,0,0.06815884,0.075674425,0,-0.310131437,0.076961964,1.05360318,6,0.694744552
BVX,2017,0.344262295,3.433600033,3.047592616,0.091454757,0,-0.098263844,0.007895661,0.063138132,0.190589906,0.003130244,0.423357429,32,0.061593906
CCE,2017,0.019786743,9.993000369,1.515436121,0.315928343,1,0.108991993,0.001438076,0,-0.01830271,0.070489562,0.322688786,32,0.379946046
STKL,2017,0.00328659,6.889767464,1.439862173,0.470510796,1,0.067219319,0.000332691,0,0.117389706,0.052681147,0.291973003,36,-0.049852569
PPC,2017,0.094345308,8.740121039,1.941020908,0.429435341,0,0.222080378,0.052468036,0.000343615,0.075893809,0.253297511,0.746636555,31,0.357671921
JJSF,2017,0.173051377,6.765301918,3.48064095,0.001434456,1,0.182602499,0.007226919,0.000621643,0.129969281,0.104810961,0.753998948,32,0.092107927
CERN,2017,0.124552213,8.77482489,3.723504681,0.08141748,0,0.238324143,0.01430637,0.083969887,0.121321266,0.128402545,0.449505674,32,0.072094433
ICAD,2017,0.29214777,3.469821296,2.324995798,0.185957487,0,-0.231614329,0.018992148,0.331898086,-0.007718403,0.0009648,0.201207557,32,0.066975473
FOXA,2017,0.12150067,10.83415445,1.95014259,0.392575507,1,0.140130905,0.003734459,0,0.056876429,0.014884473,0.088597114,31,0.042962746
PLXS,2017,0.288057476,7.588921979,1.509059935,0.158440366,0,0.089737686,0.001404543,0,0.071152353,0.04595933,0.375074259,31,-0.01093582
IMKTA,2017,0.013795602,7.457785847,1.109584228,0.506472025,1,0.136950429,0.002278417,0,0.101750643,0.117329543,1.44626223,31,0.0547363
SHOS,2017,0.025205482,6.02269186,0.717670977,0.335636122,0,-0.096942484,0.001485959,0,0.298608149,0.017599252,0.182668263,9,-0.169128275
XSPA,2017,0.097608829,4.178072778,0.93085561,0.112415696,0,-0.089423666,0.001604566,0,-0.04248927,0.162507664,0.312017167,5,1.573152735
SEMUF,2017,0.044516672,8.424732887,0.782574647,0.424137537,0,0.037902548,0.000769268,0,0.014016677,0.097783292,0.780765382,31,0.04867
RDNT,2017,0.059060115,6.767318959,1.483846445,0.700968608,0,0.137873297,0.001926229,0,-0.008719428,0.072769307,0.89048412,31,0.035457839
SMS.,2017,0.078797997,1.790091412,1.025422371,0.104841402,0,0.077462437,0.053141443,0,0.253589316,0.015358932,0.088313856,6,-0.032542515
EEI,2017,0.244187768,4.107211428,1.116244632,0.016930747,1,0.114648634,0.018273771,0,0.29040591,-0.032183227,0.352468862,31,-0.012427115
ICAGY,2017,0.244891966,10.39736559,1.290290428,0.268918964,1,0.153516074,0.006928095,0,-0.225413565,0.143732157,0.855617921,31,0.159756782
CYTR,2017,0.778605113,3.878424856,1.604765864,0.219243816,0,-0.6668735,0.111077276,4.406137022,-0.429386945,0.000620501,0.045751634,31,-0.5
PLAB,2017,0.301746484,6.928336035,0.844056342,0.060713523,0,0.116028307,0.014468199,0.03519586,0.058118484,0.208883477,1.751776558,31,-0.067799345
ICCC,2017,0.110732091,3.535116199,1.715444765,0.261115484,0,0.019300854,0.034796365,0.196241971,0.047960582,0.513746756,0.933321671,31,0.092937972
GLGDF,2017,0.028751491,5.300350299,0.836618481,0.335861522,0,-0.026600867,0.056756289,0,-0.093414901,-0.074258883,0.638251159,6,-0.026526047
BHP,2017,0.121224553,10.91680745,1.556883304,0.260448182,1,0.16641027,0.09048599,0,-0.038408287,0.100131617,1.347503547,34,0.244450823
NAKD.1,2017,0.309899255,1.518637548,3.416535261,0.00065703,0,-0.877584818,0.477138315,0,0.540078844,0,0.029508345,5,0.552660152
GNCMA,2017,0.007462145,7.646592585,1.665680917,0.72318047,0,0.136419393,0.001960224,0,0.024519704,0.161776451,1.315818963,31,-0.015643406
DXLG,2017,0.022304029,5.482325001,1.154822071,0.247274391,0,0.062111853,0.039039208,0,0.02700027,0.200449242,1.265755704,31,0.039293067
CCC.1,2017,0.049530532,6.750614801,1.772659914,0.273232356,1,0.107859497,0.00430769,0.008738148,0.180331015,0.139129682,0.925720585,31,0.20528113
CDNS,2017,0.286326536,7.790991273,5.468010662,0.301552395,0,0.186556162,0.00644581,0.413901058,-0.146752365,0.069271522,0.376116812,31,0.069902642
EBIX,2017,0.084030465,7.014826031,2.799586348,0.367588698,1,0.113525179,0.017201454,0.093012905,0.011206518,0.011815675,0.051681337,30,0.220175397
CCL,2017,0.009686596,10.615898,1.574762372,0.225489234,1,0.11641081,0.005056473,0,-0.186350483,0.127200942,1.247363775,31,0.068399536
CMCL,2017,0.118730464,4.700989327,1.137104474,0.016328051,1,0.202069855,0.004945713,0,-0.00686923,0.225512466,0.990877372,31,0.125338753
MIDD,2017,0.026844822,8.113640154,2.844395147,0.308074676,0,0.163052933,0.009017535,0.012459635,0.110363376,0.045359287,0.127014806,32,0.029847627
CELG,2017,0.399522245,10.31364165,3.39937454,0.525463654,0,0.201950831,0.019872342,0.454895024,-0.004545304,0.024086792,0.063136591,31,0.157963167
CNMD,2017,0.024022781,7.213739589,1.584508811,0.358215737,1,0.082756427,0.000727396,0.040566706,0.128249633,0.04195555,0.238081211,31,0.043053227
TIF,2017,0.236133209,8.606686486,2.77545674,0.183518955,1,0.182641137,0.004725772,0,0.359777619,0.085331285,0.497083082,31,0.041981109
ARCW,2017,0.005952441,4.601393062,1.03507423,0.480621945,0,0.004908505,0.064361439,0.005046987,0.117201851,0.144404405,0.711683045,4,-0.045945686
TEF,2017,0.049102262,10.91680745,1.211684071,0.490909563,1,0.134435891,0.006238252,0.016440335,-0.128491482,0.172037046,1.023551701,31,0.136838334
XRAY,2017,0.03614632,9.247106151,1.801382621,0.158243771,1,0.083078703,0.01145785,0.03798768,0.064870596,0.05147236,0.199768664,30,0.066243025
CBS,2017,0.013673655,9.944773439,1.989252987,0.487549777,1,0.14594828,0.013171663,0,0.09672312,0.016264453,0.14638008,47,0.03995139
ZTS,2017,0.182157,9.057888249,4.872677056,0.576869322,1,0.231772653,0.005161077,0.071818011,0.181574656,0.047402749,0.338457955,9,0.08153721
PMD,2017,0.30802022,3.277446574,4.557247623,0.127395503,1,0.35942817,0.057922469,0.034180499,0.055643579,0.152029576,0.885808058,30,0.018496665
MHGU,2017,0.054897744,5.460827296,1.360505245,0.608201724,1,0.097147374,0.020588192,0,-0.301042959,0.253676283,0.613199769,31,0.325777979
KOOL,2017,0.077196795,3.848699746,0.976796216,0.074575982,0,-0.133661468,0.041625567,0.171910499,0.06466803,0.010994631,0.152539845,31,0.217620924
AFAM,2017,0.015756083,6.576216055,1.424520143,0.157442416,0,0.089909977,0.008597176,0,0.088019526,0.019156666,0.049656041,30,0.278127661
FICO,2017,0.084116214,7.135384753,4.350289578,0.481675188,1,0.173527819,0.00617403,0.11893766,-0.096639111,0.035690734,0.107803316,31,0.057653207
RGLS,2017,0.772070069,4.354257106,1.936873626,0.255227544,0,-0.827757714,0.028779363,4.406137022,-0.333354753,0.011027002,0.230911591,7,-0.655799623
TTS,2017,0.027614738,5.601103546,2.318065195,0.102362176,1,0.20285899,0.026016041,0,0.133157263,0.214922892,1.140910518,9,0.06306512
TVAGF,2017,0.03891753,6.303043794,0.839176833,0.114515444,0,0.121344044,0.031497992,0,0.020339343,0.103091727,0.831670426,35,-0.001961528
MEOH,2017,0.0814357,8.436144077,1.774606235,0.370116784,1,0.153704762,0.073925172,0,0.025961114,0.074630287,1.11482924,34,0.531524012
